symptome01,symptome02,symptome03,symptome04,symptome05,symptome06,symptome07,symptome08,symptome09,symptome10,symptome11,symptome12,symptome13,symptome14,maladie
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,mal de tête,chancre douloureux (petit ulcère) ,douleurs musculaires,éruption cutanée,les troubles du sommeil,confusion ,changement de comportement,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Trypanosoma brucei rhodesiense
fièvre,frissons,malaise,perte de poids,asthénie,Fatigue,mal de tête,Sueurs nocturnes,Douleurs musculaires et articulaires,troubles nerveux,inconnu,inconnu,inconnu,inconnu,brucellose
fièvre,frissons,malaise,perte de poids,asthénie,Fatigue,mal de tête,Sueurs nocturnes,Douleurs musculaires et articulaires,troubles nerveux,inconnu,inconnu,inconnu,inconnu,brucellose
fièvre,frissons,malaise,perte de poids,asthénie,Fatigue,mal de tête,Sueurs nocturnes,Douleurs musculaires et articulaires,troubles nerveux,inconnu,inconnu,inconnu,inconnu,brucellose
fièvre,frissons,malaise,perte de poids,asthénie,Fatigue,mal de tête,Sueurs nocturnes,Douleurs musculaires et articulaires,troubles nerveux,inconnu,inconnu,inconnu,inconnu,brucellose
fièvre,frissons,malaise,perte de poids,asthénie,Fatigue,mal de tête,Sueurs nocturnes,Douleurs musculaires et articulaires,troubles nerveux,inconnu,inconnu,inconnu,inconnu,brucellose
fièvre,frissons,malaise,perte de poids,asthénie,Fatigue,mal de tête,Sueurs nocturnes,Douleurs musculaires et articulaires,troubles nerveux,inconnu,inconnu,inconnu,inconnu,brucellose
fièvre,frissons,malaise,perte de poids,asthénie,Fatigue,mal de tête,Sueurs nocturnes,Douleurs musculaires et articulaires,troubles nerveux,inconnu,inconnu,inconnu,inconnu,brucellose
fièvre,frissons,malaise,perte de poids,asthénie,Fatigue,mal de tête,Sueurs nocturnes,Douleurs musculaires et articulaires,troubles nerveux,inconnu,inconnu,inconnu,inconnu,brucellose
fièvre,frissons,malaise,perte de poids,asthénie,Fatigue,mal de tête,Sueurs nocturnes,Douleurs musculaires et articulaires,troubles nerveux,inconnu,inconnu,inconnu,inconnu,brucellose
fièvre,frissons,malaise,perte de poids,asthénie,Fatigue,mal de tête,Sueurs nocturnes,Douleurs musculaires et articulaires,troubles nerveux,inconnu,inconnu,inconnu,inconnu,brucellose
fièvre,frissons,malaise,perte de poids,asthénie,Fatigue,mal de tête,Sueurs nocturnes,Douleurs musculaires et articulaires,troubles nerveux,inconnu,inconnu,inconnu,inconnu,brucellose
fièvre,frissons,malaise,perte de poids,asthénie,Fatigue,mal de tête,Sueurs nocturnes,Douleurs musculaires et articulaires,troubles nerveux,inconnu,inconnu,inconnu,inconnu,brucellose
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fièvre,douleurs musculaires,raideur,vertige,nausées,vomissements,maux de gorge,douleurs abdominales,sautes d’humeur,inconnu,inconnu,inconnu,inconnu,inconnu,fièvre hémorragique de Crimée-Congo
fortes démangeaisons,atteinte cutanée qui provoque un défigurement,déficience visuelle,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,onchocercose
fortes démangeaisons,atteinte cutanée qui provoque un défigurement,déficience visuelle,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,onchocercose
fièvre,écoulement nasal,yeux rouges et larmoyants,petites taches blanches à l’intérieur des joues,toux,Éruption cutanée semblable à de petites taches rouges,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,rougeole
fièvre,écoulement nasal,yeux rouges et larmoyants,petites taches blanches à l’intérieur des joues,toux,Éruption cutanée semblable à de petites taches rouges,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,rougeole
fièvre,mal de tête,fatigue,douleurs musculaires et articulaires,douleur derrière les yeux,troubles digestifs,œdèmes des mains ,œdèmes des pieds,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,zika
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête,malaise général,pneumonie avec des essoufflements, douleurs thoraciques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste pulmonaire
fièvre,mal de tête, frissons, malaise général, douleurs abdominales,saignements de la peau et des autres organes,peau noirs au niveau des doigts,peau noirs au niveau des orteils et du nez,peau noirs au niveau du nez,choc endotoxique,coagulation intravasculaire disséminée.,inconnu,inconnu,inconnu,Peste septicémique
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête,malaise général,pneumonie avec des essoufflements, douleurs thoraciques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste pulmonaire
fièvre,mal de tête, frissons, malaise général, douleurs abdominales,saignements de la peau et des autres organes,peau noirs au niveau des doigts,peau noirs au niveau des orteils et du nez,peau noirs au niveau du nez,choc endotoxique,coagulation intravasculaire disséminée.,inconnu,inconnu,inconnu,Peste septicémique
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête,malaise général,pneumonie avec des essoufflements, douleurs thoraciques,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste pulmonaire
fièvre,mal de tête, frissons, malaise général, douleurs abdominales,saignements de la peau et des autres organes,peau noirs au niveau des doigts,peau noirs au niveau des orteils et du nez,peau noirs au niveau du nez,choc endotoxique,coagulation intravasculaire disséminée.,inconnu,inconnu,inconnu,Peste septicémique
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
fièvre,mal de tête, frissons, faiblesse ,ganglions inflammatoires,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,inconnu,Peste bubonique
